epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
74,407.96,0.45075,0.45414,0.91202,0.70787,0.85561,0.80162,0.75608,0.40513,1.10734,0.88894,0.00120483,0.00120483,0.00120483
75,412.706,0.45856,0.44866,0.90855,0.54595,0.76402,0.61467,0.57081,0.42389,1.27399,0.87727,0.00120421,0.00120421,0.00120421
76,418.086,0.42241,0.42032,0.89766,0.77557,0.83822,0.83489,0.79961,0.35922,0.85217,0.8553,0.00120359,0.00120359,0.00120359
77,423.551,0.44828,0.43122,0.92186,0.7474,0.84988,0.86776,0.83149,0.36569,0.74093,0.85554,0.00120298,0.00120298,0.00120298
78,428.265,0.46465,0.46548,0.9303,0.80217,0.81263,0.79743,0.74605,0.40653,0.96257,0.89393,0.00120236,0.00120236,0.00120236
79,433.898,0.46559,0.46974,0.9206,0.72948,0.88991,0.88195,0.81785,0.42089,0.86341,0.87169,0.00120174,0.00120174,0.00120174
80,438.989,0.44031,0.44793,0.91196,0.819,0.89994,0.91423,0.85642,0.39105,0.63129,0.86673,0.00120112,0.00120112,0.00120112
81,444.464,0.43868,0.44481,0.90579,0.85775,0.91205,0.90195,0.83325,0.40742,0.71245,0.88061,0.0012005,0.0012005,0.0012005
82,449.973,0.48097,0.44088,0.9541,0.75031,0.86105,0.86741,0.79584,0.40247,0.89011,0.87108,0.00119988,0.00119988,0.00119988
83,454.75,0.44783,0.42055,0.89648,0.82543,0.85653,0.85389,0.78843,0.41734,0.93822,0.8671,0.00119926,0.00119926,0.00119926
84,459.823,0.47382,0.43465,0.92614,0.84907,0.84391,0.86376,0.8081,0.42133,0.86667,0.87045,0.00119864,0.00119864,0.00119864
85,465.528,0.44916,0.40801,0.90109,0.80877,0.80672,0.85202,0.78946,0.43333,0.90383,0.88102,0.00119802,0.00119802,0.00119802
86,470.162,0.46917,0.45995,0.91123,0.68448,0.83904,0.82483,0.7887,0.3877,0.9089,0.87133,0.00119741,0.00119741,0.00119741
87,475.866,0.42889,0.40685,0.88489,0.75318,0.86154,0.86525,0.81977,0.36822,0.8252,0.85129,0.00119679,0.00119679,0.00119679
88,481.092,0.44584,0.41955,0.9107,0.81993,0.80652,0.89148,0.85129,0.38628,0.8026,0.86149,0.00119617,0.00119617,0.00119617
89,485.909,0.44032,0.41287,0.90867,0.80832,0.84104,0.85657,0.80688,0.37639,0.77855,0.86521,0.00119555,0.00119555,0.00119555
90,491.696,0.42739,0.40671,0.90689,0.87086,0.78979,0.85235,0.78706,0.39913,0.76762,0.87547,0.00119493,0.00119493,0.00119493
91,496.651,0.46075,0.42759,0.90977,0.72627,0.89231,0.83846,0.76482,0.43378,0.88879,0.88689,0.00119431,0.00119431,0.00119431
92,501.783,0.45929,0.41507,0.90734,0.82813,0.88761,0.90624,0.85422,0.37706,0.73277,0.85904,0.00119369,0.00119369,0.00119369
93,507.425,0.40794,0.3733,0.88402,0.70761,0.83005,0.85917,0.7998,0.43888,0.92364,0.87967,0.00119308,0.00119308,0.00119308
94,512.484,0.46875,0.41541,0.9408,0.78982,0.68289,0.82912,0.7689,0.43041,0.96511,0.88578,0.00119246,0.00119246,0.00119246
