epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
158,631.612,0.40202,0.36672,0.8458,0.70574,0.69484,0.75751,0.70944,0.385,0.94453,0.85834,0.00105571,0.00105571,0.00105571
159,635.116,0.3924,0.37169,0.85916,0.61883,0.76154,0.72496,0.68167,0.39636,1.03118,0.85482,0.00105448,0.00105448,0.00105448
160,638.478,0.39129,0.35885,0.86487,0.70165,0.60641,0.72627,0.68022,0.38938,1.10774,0.85271,0.00105324,0.00105324,0.00105324
161,641.998,0.37621,0.35686,0.85828,0.71734,0.69107,0.74495,0.68876,0.3878,1.01375,0.85515,0.001052,0.001052,0.001052
162,646.679,0.39902,0.41199,0.85025,0.68102,0.88177,0.72544,0.6796,0.38341,0.87605,0.8675,0.00105076,0.00105076,0.00105076
163,650.098,0.35245,0.36843,0.84801,0.61733,0.84764,0.7478,0.69729,0.39433,0.85019,0.87228,0.00104952,0.00104952,0.00104952
164,653.532,0.36728,0.38109,0.83824,0.76072,0.68862,0.78157,0.72578,0.41074,0.948,0.88122,0.00104829,0.00104829,0.00104829
165,657.707,0.38641,0.39072,0.85551,0.65939,0.80378,0.79672,0.73952,0.4051,1.02326,0.87706,0.00104705,0.00104705,0.00104705
166,661.717,0.38795,0.39354,0.85042,0.61969,0.81535,0.75575,0.70094,0.41744,1.1299,0.87013,0.00104581,0.00104581,0.00104581
167,664.867,0.37422,0.36157,0.84428,0.6622,0.81533,0.81412,0.75951,0.38753,0.93116,0.855,0.00104458,0.00104458,0.00104458
168,668.51,0.39942,0.36411,0.85707,0.67058,0.79599,0.70708,0.65629,0.37905,0.87489,0.8495,0.00104334,0.00104334,0.00104334
169,672.754,0.38182,0.38721,0.85769,0.64761,0.82852,0.7348,0.68436,0.38369,0.86368,0.85291,0.0010421,0.0010421,0.0010421
170,677.028,0.38963,0.38309,0.84999,0.71302,0.82176,0.77458,0.71703,0.42211,0.91014,0.84482,0.00104086,0.00104086,0.00104086
171,680.315,0.38941,0.37748,0.86263,0.66564,0.878,0.76111,0.71143,0.40558,0.86786,0.85274,0.00103962,0.00103962,0.00103962
172,684.038,0.38266,0.37223,0.84448,0.72945,0.79872,0.73817,0.69322,0.3874,0.88332,0.85687,0.00103839,0.00103839,0.00103839
173,688.606,0.33842,0.3532,0.83803,0.69368,0.77569,0.72532,0.6774,0.37765,0.95556,0.85242,0.00103715,0.00103715,0.00103715
174,692.407,0.37658,0.38941,0.86155,0.69979,0.81042,0.77255,0.73342,0.39699,1.09708,0.8441,0.00103591,0.00103591,0.00103591
175,695.509,0.36567,0.35879,0.84149,0.76572,0.81042,0.84353,0.78602,0.39959,0.92198,0.8409,0.00103468,0.00103468,0.00103468
176,699.352,0.37655,0.33696,0.84313,0.65379,0.89541,0.83213,0.78126,0.41076,0.78976,0.85509,0.00103344,0.00103344,0.00103344
177,704.272,0.39165,0.36996,0.86468,0.83365,0.65937,0.85129,0.78073,0.41413,0.75967,0.8591,0.0010322,0.0010322,0.0010322
178,707.864,0.37887,0.3552,0.8419,0.6342,0.84711,0.84164,0.79079,0.38356,0.85194,0.83976,0.00103096,0.00103096,0.00103096
179,711.595,0.35778,0.38537,0.84944,0.6684,0.85024,0.81492,0.76091,0.39265,0.80104,0.84609,0.00102972,0.00102972,0.00102972
180,715.547,0.37792,0.35956,0.84673,0.75625,0.83125,0.76508,0.72676,0.35776,0.78178,0.84458,0.00102849,0.00102849,0.00102849
181,719.636,0.38428,0.37469,0.85137,0.65452,0.87673,0.734,0.69511,0.38422,0.89443,0.85314,0.00102725,0.00102725,0.00102725
